userID,restaurantID,RName,Cuisine,Area,Seats,Halls_Count,Summer_Terrace,VIP_Zone,Avg_Bill,Staff_Count,Michelin_Stars,Age,Gender,Profession,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Rating
V0321,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,30,Female,Sales,0.61,0.45,0.21,0.62,0.45,2.0
V0030,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,20,Female,IT Specialist,0.56,0.87,0.64,0.51,0.6,3.0
V0468,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,20,Male,Manager,0.6,0.59,0.5,0.46,0.39,2.0
V0018,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,58,Male,Manager,0.69,0.5,0.64,0.57,0.4,2.0
V0918,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,61,Male,IT Specialist,0.41,0.61,0.62,0.56,0.69,2.5
V0634,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,26,Male,Finance,0.64,0.42,0.38,0.73,0.67,2.0
V0697,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,52,Female,Manager,0.18,0.55,0.39,0.58,0.46,2.5
V0231,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,37,Male,Scientist,1.0,0.41,0.58,0.58,0.45,3.0
V0448,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,27,Male,IT Specialist,0.59,0.29,0.51,0.79,0.31,3.0
V0747,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,20,Male,Medical,0.75,0.63,0.0,0.49,0.79,2.0
V0839,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,44,Male,Scientist,0.43,0.37,0.35,0.7,0.51,3.5
V0529,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,50,Male,Service Worker,0.73,0.59,0.36,0.56,0.27,2.0
V0035,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,60,Female,Sales,0.83,0.67,0.42,0.72,0.72,3.0
V0859,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,61,Male,Medical,0.56,0.83,0.73,0.52,0.43,4.0
V0257,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,58,Female,Scientist,0.31,0.52,0.61,0.47,0.39,3.0
V0327,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,64,Female,IT Specialist,0.43,0.58,0.66,0.68,0.54,1.5
V0327,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,64,Female,IT Specialist,0.43,0.58,0.66,0.68,0.54,1.0
V0041,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,39,Female,Service Worker,0.51,0.65,0.7,0.61,0.5,2.5
V0816,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,61,Male,Creative,0.64,0.55,0.32,0.56,0.17,2.0
V0336,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,42,Male,Entrepreneur,0.65,0.83,0.45,0.66,0.33,1.0
V0324,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,45,Male,Finance,0.48,0.39,0.5,0.51,0.51,2.5
V0094,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,35,Male,Sales,0.69,0.46,0.4,0.55,0.0,2.0
V0691,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,57,Male,Student,0.68,0.82,0.32,0.72,0.5,2.5
V0280,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,58,Male,Entrepreneur,0.46,0.67,0.25,0.64,0.47,4.5
V0497,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,62,Male,Scientist,0.62,0.54,0.58,0.59,0.51,3.5
V0373,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,47,Male,Scientist,0.64,0.74,0.62,0.7,0.67,3.5
V0340,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,36,Female,Medical,0.54,0.69,0.45,0.78,0.27,3.0
V0453,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,25,Female,Medical,0.62,0.37,0.59,0.6,0.46,3.0
V0790,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,41,Female,Finance,0.57,0.38,0.86,0.62,0.29,1.5
V0808,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,41,Male,Student,0.53,0.5,0.55,0.46,0.6,1.0
V0160,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,48,Female,Finance,0.69,0.83,0.38,0.45,0.25,2.5
V0207,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,64,Female,Sales,0.32,0.73,0.23,0.6,0.34,1.0
V0118,R021,Darbar,French,106,68,3,No,No,3143,13,0,59,Male,Service Worker,0.51,0.61,0.54,0.73,0.58,2.0
V0515,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,62,Female,Entrepreneur,0.45,0.53,0.89,0.68,0.64,2.5
V0288,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,54,Male,Entrepreneur,0.71,0.74,0.42,0.64,0.51,4.5
V0348,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,40,Male,Manager,0.62,0.72,0.4,0.61,0.38,1.0
V0144,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,51,Male,Scientist,0.67,0.55,0.72,0.47,0.5,3.0
V0720,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,36,Female,Scientist,0.74,0.59,0.55,0.49,0.53,1.5
V0627,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,39,Male,Medical,0.84,0.62,0.64,0.47,0.58,4.0
V0957,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,63,Male,Service Worker,0.76,0.8,0.46,0.7,0.9,1.5
V0100,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,46,Female,Creative,0.69,0.64,0.5,0.72,0.44,2.5
V0554,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,22,Female,Manager,0.8,0.46,0.52,0.59,0.53,2.5
V0462,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,61,Female,Service Worker,0.65,0.39,0.4,0.64,0.83,3.0
V0580,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,32,Male,Service Worker,0.53,0.33,0.6,0.55,0.41,2.0
V0444,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,18,Female,Finance,0.59,0.45,1.0,0.54,0.29,2.0
V0438,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,55,Female,Medical,0.66,0.58,0.14,0.47,0.36,2.5
V0798,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,39,Female,Manager,0.94,0.55,0.82,0.39,0.0,3.5
V0595,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,43,Female,Service Worker,0.56,0.73,0.53,0.52,0.41,1.0
V0504,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,62,Male,Scientist,0.36,0.68,0.37,0.7,0.42,3.5
V0028,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,45,Male,Medical,0.58,0.34,0.52,0.69,0.44,4.5
V0694,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,64,Male,Entrepreneur,1.0,0.64,0.62,0.54,0.47,3.0
V0024,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,62,Female,Scientist,0.61,0.45,0.45,0.66,0.64,4.5
V0944,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,56,Female,Medical,0.85,0.67,0.56,0.62,0.35,2.5
V0523,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,40,Female,Service Worker,0.53,0.51,0.6,0.67,0.23,2.5
V0507,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,55,Male,Creative,0.47,0.65,0.63,0.67,0.37,3.5
V0191,R021,Darbar,French,106,68,3,No,No,3143,13,0,18,Female,IT Specialist,0.62,0.49,0.65,0.55,0.67,2.5
V0712,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,41,Male,Manager,0.69,0.44,1.0,0.57,0.15,3.0
V0641,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,51,Female,Manager,0.85,0.57,0.58,0.52,0.52,1.5
V0519,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,55,Female,Manager,0.33,0.61,0.65,0.65,0.72,1.5
V0688,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,43,Female,Entrepreneur,0.34,0.61,0.45,0.65,0.39,2.5
V0993,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,43,Male,Manager,0.5,0.3,0.48,0.74,0.79,3.0
V0066,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,59,Male,Manager,0.67,0.59,0.57,0.63,0.44,1.0
V0313,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,61,Male,Service Worker,0.44,0.47,0.66,0.72,0.53,1.0
V0805,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,29,Male,Student,0.48,0.54,0.77,0.59,0.55,2.5
V0967,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,37,Male,Sales,0.8,0.59,0.21,0.6,0.68,3.0
V0389,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,27,Female,IT Specialist,0.42,0.52,0.36,0.57,0.42,1.0
V0694,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,64,Male,Entrepreneur,1.0,0.64,0.62,0.54,0.47,1.0
V0192,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,34,Female,Finance,0.43,0.66,0.61,0.59,0.16,3.5
V0644,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,62,Male,Service Worker,0.77,0.74,0.33,0.59,0.63,3.0
V0440,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,36,Male,Sales,0.6,0.52,0.49,0.6,0.6,3.0
V0740,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,22,Male,Service Worker,0.29,0.81,0.4,0.57,0.6,3.0
V0362,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,42,Male,Creative,0.6,0.35,0.63,0.67,0.63,3.0
V0269,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,38,Female,Entrepreneur,0.45,0.57,0.65,0.55,0.39,2.5
V0718,R047,Sartoria Lamberti,Italian,147,39,2,Yes,No,5986,28,0,35,Female,IT Specialist,0.73,0.65,0.43,0.73,0.24,2.5
V0270,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,53,Male,Sales,0.2,0.49,0.3,0.63,0.41,3.0
V0525,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,27,Male,Student,0.72,0.64,0.76,0.47,0.26,1.0
V0999,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,48,Female,Service Worker,0.54,0.44,0.51,0.67,0.54,2.5
V0355,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,27,Male,Sales,0.57,0.51,0.38,0.51,0.63,2.5
V0082,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,35,Female,Creative,0.55,0.3,0.3,0.73,0.22,1.5
V0577,R021,Darbar,French,106,68,3,No,No,3143,13,0,30,Female,Creative,0.79,0.54,0.36,0.69,0.29,2.0
V0753,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,56,Female,Manager,0.44,0.36,0.68,0.61,0.56,2.5
V0313,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,61,Male,Service Worker,0.44,0.47,0.66,0.72,0.53,2.5
V0228,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,58,Male,Finance,0.59,0.67,0.82,0.73,0.72,3.0
V0406,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,63,Male,IT Specialist,0.58,0.66,0.75,0.66,0.45,3.0
V0496,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,61,Female,Manager,0.72,0.68,0.41,0.6,0.77,2.0
V0315,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,61,Female,Scientist,0.71,0.44,0.54,0.62,0.5,4.0
V0958,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,18,Female,Service Worker,0.69,0.31,0.58,0.44,0.9,2.0
V0081,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,19,Male,Manager,0.64,0.52,0.45,0.67,0.73,1.0
V0922,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,51,Male,Scientist,0.6,0.7,0.24,0.66,0.57,4.0
V0850,R021,Darbar,French,106,68,3,No,No,3143,13,0,43,Male,Finance,0.61,0.53,0.5,0.55,0.63,3.0
V0132,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,33,Female,Creative,0.6,0.61,0.64,0.56,0.14,1.5
V0792,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,20,Male,Entrepreneur,0.76,0.77,0.2,0.87,0.25,4.0
V0773,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,19,Female,Sales,0.55,0.43,0.43,0.59,0.5,2.0
V0789,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,26,Male,IT Specialist,0.39,0.32,0.58,0.38,0.6,3.5
V0335,R021,Darbar,French,106,68,3,No,No,3143,13,0,35,Male,Manager,0.88,0.44,0.36,0.38,0.54,1.5
V0307,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,46,Male,Sales,0.62,0.8,0.49,0.31,0.28,3.0
V0067,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,26,Male,Sales,0.65,0.52,0.53,0.39,0.43,4.5
V0130,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,60,Female,Entrepreneur,0.57,0.75,0.72,0.4,0.75,1.5
V0690,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,48,Male,Finance,0.51,0.56,0.34,0.64,0.67,2.0
V0504,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,62,Male,Scientist,0.36,0.68,0.37,0.7,0.42,3.5
V0125,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,63,Female,Creative,0.37,0.82,0.47,0.52,0.36,4.0
V0966,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,36,Male,Finance,0.82,0.52,0.66,0.59,0.43,1.0
V0484,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,59,Male,Finance,0.77,0.61,0.23,0.44,0.11,4.5
V0616,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,51,Male,IT Specialist,0.5,0.49,0.51,0.51,0.61,2.0
V0262,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,26,Male,IT Specialist,0.59,0.72,0.25,0.54,0.49,3.0
V0589,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,62,Male,Service Worker,0.45,0.54,0.4,0.58,0.6,3.0
V0451,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,34,Male,Service Worker,0.63,0.58,0.44,0.59,0.51,1.0
V0279,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,64,Female,Creative,0.64,0.26,0.82,0.61,0.82,1.0
V0868,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,18,Female,Manager,0.65,0.33,0.6,0.57,0.69,3.5
V0986,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,59,Female,Entrepreneur,0.65,0.38,0.66,0.51,0.56,3.0
V0612,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,25,Male,Medical,0.59,0.48,0.8,0.68,0.54,3.0
V0941,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,61,Male,Sales,0.61,0.35,0.61,0.62,0.47,2.5
V0209,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,33,Female,Student,0.48,0.5,0.56,0.73,0.38,1.0
V0701,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,21,Female,Finance,0.8,0.24,0.49,0.38,0.14,3.0
V0273,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,42,Female,Entrepreneur,0.49,0.51,0.62,0.61,0.42,2.0
V0183,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,53,Female,Creative,0.62,0.62,0.31,0.57,0.5,3.5
V0542,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,65,Male,Student,0.71,0.64,0.57,0.58,0.15,2.5
V0720,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,36,Female,Scientist,0.74,0.59,0.55,0.49,0.53,3.0
V0361,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,21,Male,IT Specialist,0.49,0.35,0.79,0.61,0.86,3.0
V0217,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,64,Female,Manager,0.44,0.31,0.63,0.65,0.47,2.5
V0382,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,48,Female,Finance,0.69,0.49,0.8,0.7,0.76,2.5
V0317,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,48,Male,Creative,0.65,0.27,0.52,0.72,0.63,3.0
V0570,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,51,Male,Entrepreneur,0.8,0.49,0.33,0.62,0.31,2.0
V0208,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,23,Female,Service Worker,0.77,0.82,1.0,0.56,0.68,1.0
V0968,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,48,Female,Creative,0.53,0.3,0.77,0.59,0.3,2.0
V0747,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,20,Male,Medical,0.75,0.63,0.0,0.49,0.79,2.0
V0816,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,61,Male,Creative,0.64,0.55,0.32,0.56,0.17,1.0
V0494,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,59,Female,Finance,0.77,0.65,0.45,0.55,0.63,3.5
V0963,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,54,Female,Service Worker,0.4,0.71,0.41,0.52,0.41,1.5
V0172,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,50,Female,Entrepreneur,0.34,0.73,0.36,0.62,0.15,1.5
V0332,R021,Darbar,French,106,68,3,No,No,3143,13,0,27,Male,Entrepreneur,0.7,0.53,0.43,0.63,0.74,2.0
V0199,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,20,Male,Medical,0.63,0.79,0.67,0.71,0.68,3.0
V0980,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,47,Female,Manager,0.46,0.24,0.66,0.59,0.55,1.0
V0666,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,50,Male,Finance,0.83,0.54,0.29,0.65,0.51,3.0
V0416,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,23,Female,Manager,0.67,0.67,0.28,0.49,0.51,2.0
V0487,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,38,Female,Student,0.66,0.62,0.44,0.7,0.69,2.0
V0735,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,24,Female,Medical,0.89,0.83,0.64,0.55,0.71,3.0
V0485,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,51,Male,Sales,0.15,0.54,0.27,0.48,0.19,2.5
V0157,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,31,Male,Entrepreneur,0.61,0.77,0.31,0.65,0.52,4.0
V0880,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,31,Male,Finance,0.52,0.63,0.95,0.69,0.43,1.0
V0377,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,19,Female,Entrepreneur,0.6,0.73,0.64,0.6,0.52,1.5
V0647,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,34,Male,IT Specialist,0.43,0.54,0.73,0.65,0.57,3.0
V0793,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,53,Female,Finance,0.6,0.57,0.3,0.6,0.7,2.5
V0203,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,18,Female,Scientist,0.62,0.41,0.46,0.69,0.11,1.5
V0782,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,49,Male,Student,0.73,0.33,0.66,0.62,0.41,1.0
V0277,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,38,Female,Medical,0.46,0.75,0.47,0.66,0.0,2.0
V0896,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,39,Female,Finance,0.53,0.36,0.53,0.55,0.9,3.0
V0429,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,60,Female,Entrepreneur,0.55,0.33,0.29,0.62,0.83,4.0
V0194,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,45,Male,Manager,0.72,0.56,0.32,0.61,0.64,1.0
V0712,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,41,Male,Manager,0.69,0.44,1.0,0.57,0.15,2.0
V0653,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,38,Female,Manager,0.83,0.71,0.16,0.63,0.45,3.0
V0352,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,63,Female,Creative,0.84,0.57,0.68,0.62,0.0,1.5
V0955,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,23,Male,Scientist,0.58,0.81,0.56,0.71,0.61,3.5
V0948,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,60,Male,Sales,0.39,0.49,0.53,0.47,0.43,1.5
V0008,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,41,Female,IT Specialist,0.32,0.69,0.61,0.66,0.54,1.5
V0553,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,38,Female,Manager,0.56,0.6,0.57,0.82,0.64,3.0
V0010,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,53,Male,Manager,0.44,0.47,0.81,0.71,0.49,2.0
V0182,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,47,Female,Finance,0.59,0.57,0.66,0.7,0.45,2.5
V0126,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,31,Female,Manager,0.5,0.37,0.44,0.65,0.39,1.5
V0770,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,24,Male,Service Worker,0.5,0.56,0.5,0.65,0.56,2.5
V0762,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,55,Male,Finance,0.58,0.56,0.48,0.6,0.54,4.0
V0326,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,50,Female,Medical,0.61,0.4,0.23,0.63,0.37,2.5
V0299,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,55,Male,Medical,0.66,0.54,0.64,0.39,0.0,3.0
V0672,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,49,Female,Entrepreneur,0.61,0.42,0.51,0.68,0.49,1.0
V0958,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,18,Female,Service Worker,0.69,0.31,0.58,0.44,0.9,1.0
V0991,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,36,Female,Service Worker,0.63,0.43,0.3,0.68,0.38,1.0
V0409,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,48,Male,Student,0.66,0.57,0.42,0.69,0.64,2.5
V0775,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,25,Male,Service Worker,0.26,0.57,0.22,0.44,0.76,2.5
V0597,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,25,Male,Scientist,0.71,0.64,0.53,0.59,0.33,5.0
V0874,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,56,Female,Scientist,0.53,0.82,0.51,0.75,0.41,3.0
V0855,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,28,Male,Service Worker,0.64,0.6,0.28,0.68,0.4,3.5
V0154,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,42,Male,Entrepreneur,0.76,0.78,0.34,0.56,0.17,1.0
V0654,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,57,Male,Student,0.68,0.53,0.57,0.64,0.81,2.5
V0569,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,59,Female,IT Specialist,0.76,0.55,0.6,0.8,0.37,4.0
V0713,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,23,Male,Sales,0.59,0.35,0.1,0.61,0.28,2.0
V0759,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,29,Female,Creative,0.73,0.8,0.23,0.69,0.23,2.5
V0297,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,53,Male,Student,0.81,0.3,0.58,0.63,0.79,4.5
V0710,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,45,Male,IT Specialist,0.6,0.67,0.4,0.51,0.52,2.0
V0664,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,63,Male,Scientist,0.8,0.68,0.29,0.59,0.51,3.5
V0726,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,55,Male,Medical,0.78,0.43,0.68,0.63,0.71,2.5
V0929,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,37,Female,Creative,0.41,0.61,0.28,0.54,0.46,2.0
V0780,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,34,Male,Manager,0.67,0.59,0.73,0.6,0.4,2.0
V0583,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,54,Male,Scientist,0.92,0.69,0.3,0.5,0.43,1.0
V0436,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,45,Male,Service Worker,0.56,0.55,0.7,0.67,0.79,3.5
V0661,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,45,Male,Medical,0.51,0.5,0.33,0.68,0.45,2.5
V0185,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,28,Male,Creative,0.85,0.45,0.22,0.62,0.48,2.0
V0023,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,48,Female,Medical,0.37,0.49,0.36,0.67,0.43,1.5
V0698,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,18,Male,Scientist,0.7,0.37,0.46,0.58,0.51,3.0
V0873,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,22,Male,Student,0.53,0.39,0.26,0.47,0.06,1.0
V0672,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,49,Female,Entrepreneur,0.61,0.42,0.51,0.68,0.49,2.5
V0547,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,65,Female,Sales,0.65,0.16,0.53,0.71,0.22,2.5
V0816,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,61,Male,Creative,0.64,0.55,0.32,0.56,0.17,3.5
V0514,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,62,Male,Service Worker,0.37,0.47,0.43,0.57,0.46,2.5
V0704,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,50,Male,Manager,0.75,0.74,0.39,0.74,0.89,1.0
V0880,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,31,Male,Finance,0.52,0.63,0.95,0.69,0.43,2.0
